Source Name	Characteristics[organism]	Characteristics[cell line]	Material Type	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[cell_line]
J132_EPF01P1_639-V_Bladder_906798	Homo sapiens	639-V	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF01P1_639-V_Bladder_906798	P-MTAB-44937	J132_EPF01P1_639-V_Bladder_906798:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_F01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_F01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	639-V
J132_EPF01P2_8305C_Thyroid_906795	Homo sapiens	8305C	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF01P2_8305C_Thyroid_906795	P-MTAB-44937	J132_EPF01P2_8305C_Thyroid_906795:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_F01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_F01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	8305C
J132_EPF01P3_EPLC-272H_Lung:NSCLC_753556	Homo sapiens	EPLC-272H	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF01P3_EPLC-272H_Lung:NSCLC_753556	P-MTAB-44937	J132_EPF01P3_EPLC-272H_Lung:NSCLC_753556:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_F01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_F01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	EPLC-272H
J132_EPF01P4_KYSE-70_Esophagus_753576	Homo sapiens	KYSE-70	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF01P4_KYSE-70_Esophagus_753576	P-MTAB-44937	J132_EPF01P4_KYSE-70_Esophagus_753576:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_F01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_F01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	KYSE-70
J132_EPF01P5_MRK-nu-1_Breast_908151	Homo sapiens	MRK-nu-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF01P5_MRK-nu-1_Breast_908151	P-MTAB-44937	J132_EPF01P5_MRK-nu-1_Breast_908151:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_F01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_F01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	MRK-nu-1
J132_EPF01P6_SCC-15_Head & Neck_910911	Homo sapiens	SCC-15	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF01P6_SCC-15_Head & Neck_910911	P-MTAB-44937	J132_EPF01P6_SCC-15_Head & Neck_910911:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_F01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_F01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	SCC-15
J132_EPF01P8_NCI-H2135_Lung:NSCLC_1298352	Homo sapiens	NCI-H2135	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF01P8_NCI-H2135_Lung:NSCLC_1298352	P-MTAB-44937	J132_EPF01P8_NCI-H2135_Lung:NSCLC_1298352:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_F01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_F01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	NCI-H2135
J132_EPF01P9_NCI-H1435_Lung:NSCLC_1298347	Homo sapiens	NCI-H1435	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF01P9_NCI-H1435_Lung:NSCLC_1298347	P-MTAB-44937	J132_EPF01P9_NCI-H1435_Lung:NSCLC_1298347:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_F01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_F01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	NCI-H1435
J132_EPF02P10_SK-N-AS_Brain_724828	Homo sapiens	SK-N-AS	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF02P10_SK-N-AS_Brain_724828	P-MTAB-44937	J132_EPF02P10_SK-N-AS_Brain_724828:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_F02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_F02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	SK-N-AS
J132_EPF02P1_OE19_Esophag_910079	Homo sapiens	OE19	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF02P1_OE19_Esophag_910079	P-MTAB-44937	J132_EPF02P1_OE19_Esophag_910079:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_F02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_F02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	OE19
J132_EPF02P2_A431_Skin_910925	Homo sapiens	A431	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF02P2_A431_Skin_910925	P-MTAB-44937	J132_EPF02P2_A431_Skin_910925:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_F02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_F02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	A431
J132_EPF02P3_A253_H&N_906794	Homo sapiens	A253	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF02P3_A253_H&N_906794	P-MTAB-44937	J132_EPF02P3_A253_H&N_906794:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_F02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_F02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	A253
J132_EPF02P4_KOPN-8_Blood_1330933	Homo sapiens	KOPN-8	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF02P4_KOPN-8_Blood_1330933	P-MTAB-44937	J132_EPF02P4_KOPN-8_Blood_1330933:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_F02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_F02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	KOPN-8
J132_EPF02P5_MCF7_Breast_905946	Homo sapiens	MCF7	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF02P5_MCF7_Breast_905946	P-MTAB-44937	J132_EPF02P5_MCF7_Breast_905946:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_F02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_F02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	MCF7
J132_EPF02P6_TOV-112D_Ovary_1299070	Homo sapiens	TOV-112D	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF02P6_TOV-112D_Ovary_1299070	P-MTAB-44937	J132_EPF02P6_TOV-112D_Ovary_1299070:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_F02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_F02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip	TOV-112D
J132_EPF02P7_RF-48_Stomach_909697	Homo sapiens	RF-48	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF02P7_RF-48_Stomach_909697	P-MTAB-44937	J132_EPF02P7_RF-48_Stomach_909697:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_F02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_F02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	RF-48
J132_EPF02P8_NCI-H2085_Lung_687812	Homo sapiens	NCI-H2085	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF02P8_NCI-H2085_Lung_687812	P-MTAB-44937	J132_EPF02P8_NCI-H2085_Lung_687812:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_F02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_F02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	NCI-H2085
J132_EPF02P9_COR-L311_Lung_687980	Homo sapiens	COR-L311	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF02P9_COR-L311_Lung_687980	P-MTAB-44937	J132_EPF02P9_COR-L311_Lung_687980:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_F02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_F02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	COR-L311
J132_EPF03P10_8-MG-BA_CNS_687562	Homo sapiens	8-MG-BA	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF03P10_8-MG-BA_CNS_687562	P-MTAB-44937	J132_EPF03P10_8-MG-BA_CNS_687562:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_F03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_F03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	8-MG-BA
J132_EPF03P1_NCI-H2452_Lung_908462	Homo sapiens	NCI-H2452	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF03P1_NCI-H2452_Lung_908462	P-MTAB-44937	J132_EPF03P1_NCI-H2452_Lung_908462:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_F03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_F03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	NCI-H2452
J132_EPF03P2_ATN-1_Blood_910687	Homo sapiens	ATN-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF03P2_ATN-1_Blood_910687	P-MTAB-44937	J132_EPF03P2_ATN-1_Blood_910687:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_F03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_F03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	ATN-1
J132_EPF03P3_BOKU_Cervix_753536	Homo sapiens	BOKU	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF03P3_BOKU_Cervix_753536	P-MTAB-44937	J132_EPF03P3_BOKU_Cervix_753536:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_F03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_F03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	BOKU
J132_EPF03P4_KMRC-20_Kidney_1298169	Homo sapiens	KMRC-20	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF03P4_KMRC-20_Kidney_1298169	P-MTAB-44937	J132_EPF03P4_KMRC-20_Kidney_1298169:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_F03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_F03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	KMRC-20
J132_EPF03P5_UM-UC-3_Bladder_724838	Homo sapiens	UM-UC-3	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF03P5_UM-UC-3_Bladder_724838	P-MTAB-44937	J132_EPF03P5_UM-UC-3_Bladder_724838:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_F03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_F03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	UM-UC-3
J132_EPF03P7_RO82-W-1_Thyroid_930083	Homo sapiens	RO82-W-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF03P7_RO82-W-1_Thyroid_930083	P-MTAB-44937	J132_EPF03P7_RO82-W-1_Thyroid_930083:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_F03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_F03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	RO82-W-1
J132_EPF03P8_NCI-H378_Lung_688022	Homo sapiens	NCI-H378	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF03P8_NCI-H378_Lung_688022	P-MTAB-44937	J132_EPF03P8_NCI-H378_Lung_688022:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_F03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_F03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	NCI-H378
J132_EPF03P9_Mo_Blood_1330945	Homo sapiens	Mo	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF03P9_Mo_Blood_1330945	P-MTAB-44937	J132_EPF03P9_Mo_Blood_1330945:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_F03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_F03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	Mo
J132_EPF04P10_MDA-MB-134-VI_breast_908119	Homo sapiens	MDA-MB-134-VI	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF04P10_MDA-MB-134-VI_breast_908119	P-MTAB-44937	J132_EPF04P10_MDA-MB-134-VI_breast_908119:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_F04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_F04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	MDA-MB-134-VI
J132_EPF04P1_EFM-192A_Breast_1290798	Homo sapiens	EFM-192A	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF04P1_EFM-192A_Breast_1290798	P-MTAB-44937	J132_EPF04P1_EFM-192A_Breast_1290798:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_F04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_F04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	EFM-192A
J132_EPF04P2_BHY_Head & Neck_753535	Homo sapiens	BHY	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF04P2_BHY_Head & Neck_753535	P-MTAB-44937	J132_EPF04P2_BHY_Head & Neck_753535:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_F04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_F04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	BHY
J132_EPF04P4_LB2241-RCC_Kidney_753578	Homo sapiens	LB2241-RCC	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF04P4_LB2241-RCC_Kidney_753578	P-MTAB-44937	J132_EPF04P4_LB2241-RCC_Kidney_753578:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_F04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_F04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	LB2241-RCC
J132_EPF04P5_VM-CUB-1_Bladder_909780	Homo sapiens	VM-CUB-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF04P5_VM-CUB-1_Bladder_909780	P-MTAB-44937	J132_EPF04P5_VM-CUB-1_Bladder_909780:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_F04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_F04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	VM-CUB-1
J132_EPF04P6_SK-LU-1_Lung:NSCLC_909721	Homo sapiens	SK-LU-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF04P6_SK-LU-1_Lung:NSCLC_909721	P-MTAB-44937	J132_EPF04P6_SK-LU-1_Lung:NSCLC_909721:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_F04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_F04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	SK-LU-1
J132_EPF04P7_P12-ICHIKAWA_Blood_909251	Homo sapiens	P12-ICHIKAWA	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF04P7_P12-ICHIKAWA_Blood_909251	P-MTAB-44937	J132_EPF04P7_P12-ICHIKAWA_Blood_909251:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_F04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_F04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	P12-ICHIKAWA
J132_EPF04P8_NCI-H64_Lung_688026	Homo sapiens	NCI-H64	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF04P8_NCI-H64_Lung_688026	P-MTAB-44937	J132_EPF04P8_NCI-H64_Lung_688026:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_F04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_F04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	NCI-H64
J132_EPF04P9_NCI-H1417_lung_688001	Homo sapiens	NCI-H1417	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF04P9_NCI-H1417_lung_688001	P-MTAB-44937	J132_EPF04P9_NCI-H1417_lung_688001:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_F04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_F04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	NCI-H1417
J132_EPF05P10_Hs-940-T_Skin_1298145	Homo sapiens	Hs-940-T	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF05P10_Hs-940-T_Skin_1298145	P-MTAB-44937	J132_EPF05P10_Hs-940-T_Skin_1298145:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_F05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_F05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	Hs-940-T
J132_EPF05P1_UACC-62_Skin_905976	Homo sapiens	UACC-62	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF05P1_UACC-62_Skin_905976	P-MTAB-44937	J132_EPF05P1_UACC-62_Skin_905976:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_F05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_F05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	UACC-62
J132_EPF05P2_C2BBe1_Intestine_910700	Homo sapiens	C2BBe1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF05P2_C2BBe1_Intestine_910700	P-MTAB-44937	J132_EPF05P2_C2BBe1_Intestine_910700:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_F05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_F05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	C2BBe1
J132_EPF05P3_DMS-79_Lung_753551	Homo sapiens	DMS-79	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF05P3_DMS-79_Lung_753551	P-MTAB-44937	J132_EPF05P3_DMS-79_Lung_753551:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_F05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_F05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	DMS-79
J132_EPF05P4_LU-65_Lung:NSCLC_724863	Homo sapiens	LU-65	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF05P4_LU-65_Lung:NSCLC_724863	P-MTAB-44937	J132_EPF05P4_LU-65_Lung:NSCLC_724863:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_F05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_F05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	LU-65
J132_EPF05P5_WIL2-NS_Blood_1331049	Homo sapiens	WIL2-NS	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF05P5_WIL2-NS_Blood_1331049	P-MTAB-44937	J132_EPF05P5_WIL2-NS_Blood_1331049:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_F05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_F05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	WIL2-NS
J132_EPF05P6_KARPAS-422_Blood_907274	Homo sapiens	KARPAS-422	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF05P6_KARPAS-422_Blood_907274	P-MTAB-44937	J132_EPF05P6_KARPAS-422_Blood_907274:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_F05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_F05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	KARPAS-422
J132_EPF05P7_PCI-30_Head & Neck_1298529	Homo sapiens	PCI-30	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF05P7_PCI-30_Head & Neck_1298529	P-MTAB-44937	J132_EPF05P7_PCI-30_Head & Neck_1298529:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_F05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_F05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	PCI-30
J132_EPF05P8_NCI-H69_Lung_688027	Homo sapiens	NCI-H69	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF05P8_NCI-H69_Lung_688027	P-MTAB-44937	J132_EPF05P8_NCI-H69_Lung_688027:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_F05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_F05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	NCI-H69
J132_EPF05P9_COR-L279_lung_910937	Homo sapiens	COR-L279	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF05P9_COR-L279_lung_910937	P-MTAB-44937	J132_EPF05P9_COR-L279_lung_910937:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_F05	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_F05.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	COR-L279
J132_EPF06P10_CAL-12T_Lung:NSCLC_753540	Homo sapiens	CAL-12T	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF06P10_CAL-12T_Lung:NSCLC_753540	P-MTAB-44937	J132_EPF06P10_CAL-12T_Lung:NSCLC_753540:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_F06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_F06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	CAL-12T
